Semana,Demanda_Forecast_Prophet,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,219,0,10.0,0.0,0.0,209.0
42,223,0,0.0,0.0,0.0,223.0
43,226,0,0.0,0.0,0.0,226.0
44,230,0,0.0,0.0,0.0,230.0
45,233,0,0.0,0.0,0.0,233.0
46,237,0,0.0,0.0,0.0,237.0
47,240,0,0.0,0.0,0.0,240.0
48,244,0,0.0,0.0,0.0,244.0
49,247,0,0.0,0.0,0.0,247.0
50,251,0,0.0,0.0,0.0,251.0
51,254,0,0.0,0.0,0.0,254.0
52,258,0,0.0,0.0,0.0,258.0
