Semana,Demanda,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,175.6,250,100.0,174.4,0.0,0
42,178.4,250,174.4,246.0,0.0,0
43,181.2,250,246.0,300.0,14.9,0
44,184.0,250,300.0,300.0,66.0,0
45,186.8,250,300.0,300.0,63.2,0
46,189.6,250,300.0,300.0,60.4,0
47,192.4,250,300.0,300.0,57.6,0
48,195.2,250,300.0,300.0,54.8,0
49,198.0,250,300.0,300.0,52.0,0
50,200.8,250,300.0,300.0,49.2,0
51,203.6,250,300.0,300.0,46.4,0
52,206.4,250,300.0,300.0,43.6,0
