Semana,Demanda,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,219.5,250,100.0,130.5,0,0
42,223.0,250,130.5,157.6,0,0
43,226.5,250,157.6,181.1,0,0
44,230.0,250,181.1,201.1,0,0
45,233.5,250,201.1,217.7,0,0
46,237.0,250,217.7,230.7,0,0
47,240.5,250,230.7,240.2,0,0
48,244.0,250,240.2,246.3,0,0
49,247.5,250,246.3,248.8,0,0
50,251.0,250,248.8,247.8,0,0
51,254.5,250,247.8,243.4,0,0
52,258.0,250,243.4,235.4,0,0
