Semana,Demanda,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,263.4,250,100.0,86.6,0,0.0
42,267.6,250,86.6,69.1,0,0.0
43,271.8,250,69.1,47.3,0,0.0
44,276.0,250,47.3,21.3,0,0.0
45,280.2,250,21.3,0.0,0,8.8
46,284.4,250,0.0,0.0,0,34.4
47,288.6,250,0.0,0.0,0,38.6
48,292.8,250,0.0,0.0,0,42.8
49,297.0,250,0.0,0.0,0,47.0
50,301.2,250,0.0,0.0,0,51.2
51,305.3,250,0.0,0.0,0,55.3
52,309.5,250,0.0,0.0,0,59.5
