Semana,Demanda_Forecast_MA3,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,215,215,50.0,50.0,0,0
42,212,212,50.0,50.0,0,0
43,211,211,50.0,50.0,0,0
44,205,205,50.0,50.0,0,0
45,210,210,50.0,50.0,0,0
46,217,217,50.0,50.0,0,0
47,225,225,50.0,50.0,0,0
48,227,227,50.0,50.0,0,0
49,227,227,50.0,50.0,0,0
50,224,224,50.0,50.0,0,0
51,217,217,50.0,50.0,0,0
52,213,213,50.0,50.0,0,0
