Semana,Demanda_Forecast_ANN,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,256,308,80.0,132.0,0,0
42,187,225,132.0,170.0,0,0
43,200,240,170.0,210.0,0,0
44,220,264,210.0,254.0,0,0
45,233,280,254.0,300.0,1,0
46,246,296,300.0,300.0,50,0
47,260,312,300.0,300.0,52,0
48,279,335,300.0,300.0,56,0
49,209,251,300.0,300.0,42,0
50,223,268,300.0,300.0,45,0
51,236,284,300.0,300.0,48,0
52,179,215,300.0,300.0,36,0
