Semana,Demanda,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,168.4,250,100.0,181.6,0.0,0
42,178.3,250,181.6,253.3,0.0,0
43,168.3,250,253.3,300.0,35.0,0
44,173.9,250,300.0,300.0,76.1,0
45,174.0,250,300.0,300.0,76.0,0
46,177.6,250,300.0,300.0,72.4,0
47,170.9,250,300.0,300.0,79.1,0
48,170.5,250,300.0,300.0,79.5,0
49,170.7,250,300.0,300.0,79.3,0
50,170.7,250,300.0,300.0,79.3,0
51,170.2,250,300.0,300.0,79.8,0
52,166.6,250,300.0,300.0,83.4,0
