Semana,Demanda_Forecast_RF,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,210,168,30.0,0.0,0,12
42,223,179,0.0,0.0,0,44
43,210,168,0.0,0.0,0,42
44,217,174,0.0,0.0,0,43
45,217,174,0.0,0.0,0,43
46,222,178,0.0,0.0,0,44
47,214,172,0.0,0.0,0,42
48,213,171,0.0,0.0,0,42
49,213,171,0.0,0.0,0,42
50,213,171,0.0,0.0,0,42
51,213,171,0.0,0.0,0,42
52,208,167,0.0,0.0,0,41
