Semana,Demanda_Forecast_RF,Reposicion,Inv_Inicial,Inv_Final,Sobrestock,Stockout
41,210,0,10.0,0.0,0,200
42,223,0,0.0,0.0,0,223
43,210,0,0.0,0.0,0,210
44,217,0,0.0,0.0,0,217
45,217,0,0.0,0.0,0,217
46,222,0,0.0,0.0,0,222
47,214,0,0.0,0.0,0,214
48,213,0,0.0,0.0,0,213
49,213,0,0.0,0.0,0,213
50,213,0,0.0,0.0,0,213
51,213,0,0.0,0.0,0,213
52,208,0,0.0,0.0,0,208
